label,comment,nonsw
2.0,khổ quá chết có mang theo được cái gì gì dù nhỏ đâu mà tham thế để bây giờ ân hận cũng không được nữa rồi,khổ chết tham ân hận
2.0,con tên vy họ tên con là lê thảo vy,vy lê thảo vy
2.0,những ngày đầu thành phố ăn mì tôm sống với nước lọc rồi tự nhủ phải cố gắng hơn,đầu thành phố mì tôm sống lọc nhủ cố gắng
2.0,có hôm hết sạch tiền chỉ dám ăn bánh mì không rồi đi học,hôm sạch tiền dám bánh mì đi học
2.0,ngày nhận lương cũng là ngày thấy mình kiệt sức,lương kiệt sức
2.0,mình mất bà ở quê nhớ bà quá,mất quê
2.0,thấy tội mà thôi cũng kệ,tội kệ
2.0,cung nho co phước nghiem may moi co tien de sinh sống mong may hay noi su that dung de mang hoa vào than,cung nho co phước nghiem may moi co tien de sinh sống mong may hay noi su that dung de hoa than
2.0,mỗi lần mở hộp thư là mong có thư tay từ mẹ nhưng chẳng bao giờ có,hộp thư mong thư mẹ chẳng
2.0,tôi nghĩ bọn họ rất tốt bụng,bọn bụng
2.0,chào anh em va ekip,chào va ekip
2.0,mẹ đi chậm hẳn đi từng bước một,mẹ đi chậm hẳn đi
2.0,bố mẹ cãi nhau ba anh em nhà tớ chỉ ôm nhau trong góc tớ là em út nên luôn được hai anh bảo vệ và che chắn khi bị bố say rượu rồi đánh ba anh em nhìn hai anh bị đánh mình đau thay,bố mẹ cãi ôm góc út hai bảo vệ che chắn bố say rượu đánh hai đánh đau thay
2.0,sao gia đình dóng như gia đình g i ế t người v,sao gia đình dóng gia đình g i ế t v
2.0,toàn diễn viên hollywood,toàn diễn viên hollywood
2.0,người thân tôi ra đi ngay đúng ngày sinh nhật mình,thân đi sinh nhật
2.0,mình cũng có khác gì đâu vừa đi học về thì phải đội khăn tang,đi học đội khăn tang
2.0,tội con gái vì bà mất chúc con khỏe mạnh lên nhé con năm bô anh gi đà phật,tội gái mất chúc khỏe bô gi đà phật
2.0,có những nỗi đau chỉ thời gian mới làm dịu được,nỗi đau dịu
2.0,thă người ta u se qua câ u ru t van thôi,thă ta u se câ u ru t van
2.0,cảm ơn rất nhiều,cảm ơn
2.0,chẳng dễ thương chút nào,chẳng thương chút
2.0,không ai hiểu được áp lực tôi chịu,áp lực
2.0,tết đến mà trong túi không còn nổi k chỉ biết cười buồn,tết túi nổi k cười buồn
2.0,tức là xe mới là xe đúng,tức xe xe
2.0,xin chia sẻ với trí,trí
2.0,tôi bị stresss quá mọi người ạ,stresss
2.0,từ xưa giờ tôi cũng không hiểu tại sao mình lại bị một trường hợp vợ chồng có mâu thuẫn kéo dài khoảng hơn một tháng vì không được gần vợ ngủ mỗi người một phòng đầu tôi bắt đầu đau nhức bùng tai phải nhập viện khi ra viện tối ngủ một mình ngủ không không được đầu tôi như nổ tung bức rức chạy ra ngoài to tiếng mới qua cơn cảm giác như muốn đột qụy nhờ chuyên gia khuyên giúp,xưa trường hợp vợ chồng mâu thuẫn kéo vợ ngủ phòng đầu đau nhức bùng tai nhập viện viện tối ngủ ngủ đầu nổ tung rức chạy to tiếng cảm giác đột qụy chuyên gia khuyên giúp
2.0,tự trách mình sao chưa thể làm mẹ,trách sao chưa thể mẹ
2.0,lần lượt con bỏ qua tất cả những sai lầm của người ta và rồi lần người ta khiến con từ người vui vẻ thành người cảm thấy mọi thứ đều chán nản và muốn buông bỏ tất cả con thấu hiểu cho người ta con rất hiểu chuyện nhưng người ta lại,lượt sai lầm ta ta vui vẻ thành chán nản buông thấu ta ta
2.0,good job,good job
2.0,bao nhiêu hôp có bán tận nhà không,hôp tận
2.0,cho con tên bài hát thầy ơi,hát thầy
2.0,tôi đã quá quen với việc bị bỏ rơi,quen rơi
2.0,mệt mỏi quá,mệt mỏi
2.0,em bị mất ngủ nhiều khonh tập trung vào công việc nhớ nhớ quên quên,mất ngủ khonh công quên quên
2.0,tôi nghĩ lên xe nào cũng chết cả thôi,xe chết
2.0,tô điểm trí tuệ thăm dò mưu sinh,tô trí tuệ thăm dò mưu sinh
2.0,mỗi khi nhìn ảnh người ấy nước mắt lại rơi,ảnh mắt rơi
2.0,thay vì bản thân ra tay xã hội ra tay sẽ còn khủng khiếp hơn một cái chít đau đónw,thay xã hội khủng khiếp chít đau đónw
2.0,con đang bị rối loạn lo âu tim đạp nhanh sợ hãi và mất ngủ con hy vọng có thể được giải thoát qua những bài giảng của thầy,rối loạn lo âu tim đạp sợ hãi mất ngủ hy vọng giải thoát giảng thầy
2.0,em mệt mỏi lo âu sức khỏe yếu đi em xét nghiệm ở đại học y dược thành phố hồ chí minh cách đây tháng giờ em ở quê có cần đi xét nghiệm lại không bs ơi cơ thể em mất thăng bằng lắm nhờ bs hồi âm giúp đỡ em,mệt mỏi lo âu sức khỏe yếu đi xét nghiệm đại học y dược thành phố hồ chí minh quê đi xét nghiệm bs thể mất thăng lắm bs hồi âm giúp đỡ
2.0,hayyyyyy qué điiiiiiiii,hayyyyyy qué điiiiiiiii
2.0,t này còn ác hơn thời phong kiển,t ác thời phong kiển
2.0,tôi cũng ui đơn phương và tôi thấy rằng làm thế chỉ mệt tôi và giờ nhìn lại thấy đàn ông mà tôi thích nó là đồ tồi,ui đơn phương mệt đàn thích đồ tồi
2.0,bác sĩ ơi có nhiều thầy đong y nói bệnh này không có thuốc trị có đúng không cảm ơn bs,sĩ thầy đong y bệnh thuốc trị cảm ơn bs
2.0,triều tiên bóp mồm bóp miệng để san xuất tên lửa đe dọa thế giới,triều tiên bóp mồm bóp miệng san xuất lửa đe dọa giới
2.0,mình đang bị giờ ngủ không được luôn,ngủ
2.0,được năm sau cưới,cưới
2.0,lớp t hôm trước hành lang ướt do mưa hất vô mấy khứa bạn ra trượt mưa,lớp t hôm hành lang ướt mưa hất vô mấy khứa trượt mưa
2.0,rất thực tế ạ,rất thực tế ạ
2.0,tiểu vi may mắn ghê được ma quỷ bảo vệ,tiểu vi may mắn ghê ma quỷ bảo vệ
2.0,cuộc sống chẳng còn ý nghĩa từ khi người đó rời đi,sống chẳng nghĩa rời đi
2.0,người cha từng dạy tôi bước đi đầu tiên giờ đã rời xa,dạy rời
2.0,xin chia buồn gia đình chị tạm biệt bà,chia buồn gia đình tạm biệt
2.0,mô phật,mô phật
2.0,gia đình ác quỷ,gia đình ác quỷ
2.0,mỗi lần mẹ gọi hỏi thăm lại phải giả vờ mạnh mẽ,mẹ gọi thăm giả vờ mẽ
2.0,tôi thấy nhà không còn là nơi an toàn,an toàn
2.0,marcelo ngoài adn còn có sự chăm chỉ khiêm tốn hình như anh đang nói về rm cũ chứ không phải rm hiện tại giờ đây đội bóng toàn những cái tôi cao ngút ngạo mạn và lười biếng,marcelo adn chăm khiêm tốn hình rm cũ rm đội bóng toàn ngút ngạo mạn lười biếng
2.0,minh bé tắc that sự không tim duoc loi thoát minh chỉ nghi tới cái chết de thoát khỏi cảnh nợ nần cùng cực này,minh bé tắc that tim duoc loi thoát minh nghi chết de thoát cảnh nợ nần
2.0,cuối cùng thì tất cả mọi người đi về nghĩa trang thôi,đi nghĩa trang
2.0,thấy ba ngồi một mình trong sân lòng chùng xuống,sân chùng
2.0,một ngày trôi qua thì ta luôn nhìn lại xem mình đã tệ như thế nào để mọi người nói đến thật sự trong mỗi người đều có cái được gọi là cô đơn điều đó còn như một người cười bên ngoài những khi họ về nhà thì họ dần chìm sâu vào cái âu lo muội phiên đau lòng trầm tư nó có đk nhỉ,trôi ta tệ gọi đơn cười dần chìm sâu âu lo muội phiên đau trầm tư đk
2.0,đúng là tội ác còn hơn cả cam phải loại ra khỏi xã hội,tội ác cam xã hội
2.0,cảm thấy tự ti về nhắn sắc của mình,ti nhắn sắc
2.0,xem mà muốn khóc luôn chia buồn cùng gia đình,khóc chia buồn gia đình
2.0,cho tôi gửi thư được không,gửi thư
2.0,chưa được vui đã đội khăn tang rồi,chưa vui đội khăn tang
2.0,xin chia buồn cùng bà,chia buồn
2.0,lưng cha còng đi nhiều lắm rồi,lưng còng đi lắm
2.0,còn mình thì bị lâu rồi mà không biết bệnh gì chính xác gần năm mình phát hiện bệnh này và điều trị năm vẫn chưa hết tất cả các triệu chứng của rối loạn lo ai mình đều trải qua hết thật đáng sợ,bệnh xác phát hiện bệnh trị chưa triệu chứng rối loạn lo trải sợ
2.0,vụ cháy thật kinh hoàngmong không có thiệt hại nặng,vụ cháy kinh hoàngmong thiệt hại
2.0,đôi khi thấy mình thật vô dụng,đôi vô dụng
2.0,ptit ngay hà đông mà idol không kể đến buồn,ptit hà đông idol buồn
2.0,camera ảnh nhiệt nhận diện rõ thế này thì thiết giáp hoặc bộ binh khi đã bị phát hiện với hỏa lực của đạn chùm chắc chắn tổn thất không hề nhỏ,camera ảnh nhiệt diện thiết giáp binh phát hiện hỏa lực đạn chùm tổn thất hề
2.0,ai bị rối loạn lo âu thì tìm trang giang yana có phương pháp chữa không dùng thuốc nhé chúc mọi người mau khỏe,rối loạn lo âu trang giang yana phương pháp chữa thuốc chúc mau khỏe
2.0,tôi nhớ từng bụi chuối từng hàng rào rêu phong của quê nhà,bụi chuối hàng rào rêu phong quê
2.0,đồng lương ít ỏi nhưng thấy tự hào vì tự mình trang trải học phí,đồng lương ỏi hào trang trải học phí
2.0,bệnh này điều trị ở đâu mình bị năm rồi hiện tại không lao động được,bệnh trị lao động
2.0,ngồi giữa thành phố lớn ăn mì gói mà nhớ cơm quê đến rơi nước mắt,thành phố mì gói cơm quê rơi mắt
2.0,đêm nào cũng nằm trằn trọc nghĩ về chuyện con cái,đêm nằm trằn trọc
2.0,tiểu vy sinh ra kiểu gì v,tiểu vy sinh kiểu v
2.0,em em là trường cũng giống như thế nghe nhạc tùm mà em thấy mấy anh chị đang chơi game mà anh chị đó em rủ em chơi luôn chơi đúng cũng vui thật nhưng mà có điều là hơi ít đồ vui quá là vui ơi là vui có bữa anh chỉ cần cầm xô nước rồi lên đầu em,trường nhạc tùm mấy game rủ vui hơi đồ vui vui vui bữa cầm xô đầu
2.0,giáo viên thì lo cho hs hc sinh thì lo vì mùa lũ không bít nên nghịch và chơi gì cho vui,giáo viên lo hs hc sinh lo mùa lũ bít nghịch vui
2.0,thời gian kéo dài nhận án tử sống còn khổ hơn chết tinh thần dằn vặt không chịu nổi thôi thì cũng hết một kiếp người tấm gương tử hình như vậy mà rất nhiều người lao vào những người người dư ăn dư mặc những người có ăn học những người có địa vị xã hội thật đáng buồn,kéo án tử sống khổ chết tinh thần dằn vặt nổi kiếp gương tử hình lao dư dư mặc học địa vị xã hội buồn
2.0,nụ cười ấy tôi sẽ không bao giờ được nhìn thấy lại,nụ cười
2.0,dạ vui quá đồ ăn lần này thấy cũng ngon ghê,vui đồ ngon ghê
2.0,hay ghe,hay ghe
2.0,anh review về xứ sở mèn mén tp sơn la đi anh,review xứ sở mèn mén tp sơn la đi
2.0,những trẻ em đến từ natoo,trẻ natoo
2.0,trễ mất ùiiiiii,trễ mất ùiiiiii
2.0,tớ bị mọi người ghét,ghét
2.0,tiền ít nhưng lòng không hèn vẫn tự lo được cho bản thân,tiền hèn lo
2.0,cái đồ đang ghét,đồ ghét
2.0,tôi mà trong gia đình này ở ngoài là tôi là người bình thường nhưng trong nhà thì,gia đình bình
2.0,buồn cười,buồn cười
2.0,tội em quá,tội
2.0,hay bạn làm tập full nữa xong rồi cho tất cả quay lại với nhau đi nhóm của gấu ngốc,hay tập full xong đi gấu ngốc
2.0,trời ơi lớp học hay là cái đám cưới,trời lớp học đám cưới
2.0,em không nhớ là đã bao lâu rồi em mới đi comment lại một videos ý nghĩa đến vậy bản thân em bị mất định hướng ở tuổi hầu như những gì anh nói đều chạm tới điều sâu nhất của em cám ơn anh mặc dù là một video đã được đăng năm nhưng giá trị của nó sẽ trường tồn cám ơn vì giúp em lại vững tin vào trực giác của mình chúc anh và người thân luôn sức khỏe và bình an em chân thành cám ơn all the best,đi comment videos nghĩa mất định hướng hầu chạm sâu cám ơn mặc video đăng trường tồn cám ơn giúp vững trực giác chúc thân sức khỏe bình an chân thành cám ơn all the best
2.0,mỗi giấc mơ thấy người đó là mỗi lần thức dậy trong nước mắt,giấc mơ thức dậy mắt
2.0,mình đã đi qua và nếm trãi bao nỗi buồn trong đời giờ thì chỉ mong sk tốt và tâm thái bình yên để cân bằng xin đừng mang lại biến cố gì nữa cố gắng bỏ qua để vui vẻ,đi nếm trãi bao nỗi buồn đời mong sk tâm thái bình yên cân đừng biến cố cố gắng vui vẻ
