label,comment,tokens
2.0,mong có nhiều người như này,mong có nhiều người như này
2.0,mẹ chồng cứ hỏi mà không biết trả lời sao,mẹ chồng cứ hỏi mà không biết trả_lời sao
2.0,tạm biệt lo âu hài lòng với những gì mình đang có phải tự tin giám đối mặt thử thách bớt mong cầu tránh lé có kinh nghiệm đối ứng trí tuệ,tạm biệt lo_âu_hài_lòng với những gì mình đang có phải tự_tin giám_đối_mặt thử_thách bớt mong cầu tránh lé có kinh_nghiệm đối_ứng_trí_tuệ
2.0,trời nghe xong thấy mình tiêu cực thật,trời nghe xong thấy mình tiêu_cực thật
2.0,tôi chỉ muốn được về quê nằm võng nghe gió và quên đi hết mệt mỏi,tôi chỉ muốn được về quê nằm võng nghe gió và quên đi hết mệt_mỏi
2.0,ông ngoại mình mất hơn tuần rồi xin chỉ buồn cùng giá đình,ông ngoại mình mất hơn tuần rồi xin chỉ buồn cùng giá đình
2.0,phân tích hay quá,phân_tích hay quá
2.0,uống thuoc benh roi loan lên can kho xuống can minh rat mệt mỏi về chuyen nay không biết uống thuốc giảm cân có được không co ảnh hưởng không,uống thuoc benh roi loan lên can kho xuống can_minh rat mệt_mỏi về chuyen nay không biết uống thuốc giảm cân có được không co ảnh_hưởng không
2.0,chắc là bị đột quỵ,chắc là bị đột_quỵ
2.0,quá khó để lật kèo này,quá khó để lật_kèo này
2.0,cuộc sống cứ cuốn đi mà quên mất ba mẹ đang già đi,cuộc_sống cứ cuốn đi mà quên mất ba_mẹ đang già đi
2.0,người ta đã tái bản để tạo nên bài hát trong sáng hơn rồi cứ đào lại bản gốc chi cho trẻ em nó coi rồi nó sợ cứ câu view,người ta đã tái_bản để tạo nên bài hát trong_sáng hơn rồi cứ đào lại bản_gốc chi cho trẻ_em nó coi rồi nó sợ cứ câu view
2.0,chú ủn đừng có liều mạng mà chết thê thảm,chú ủn đừng có liều_mạng mà chết thê_thảm
2.0,về cũng chết dần chết mòn thôi thế giới cũ đã được mấy con quái vào thay thế có thoát hay không cũng vậy,về cũng chết dần chết_mòn thôi thế_giới cũ đã được mấy con quái vào thay_thế có thoát hay không cũng vậy
2.0,tội nghiệp trần ngôn từ,tội_nghiệp trần_ngôn từ
2.0,mình xem mà rơi lệ,mình xem mà rơi_lệ
2.0,mong bề trên che chở cho em mau hết bệnh,mong bề trên che_chở cho em mau hết bệnh
2.0,ở quê có khổ nhưng còn có người thân còn đây chỉ có mình,ở quê có khổ nhưng còn có người_thân còn đây chỉ có mình
2.0,không đủ tiền đổ xăng đạp xe giữa nắng mà nước mắt chực rơi,không đủ tiền đổ xăng đạp xe giữa nắng mà nước_mắt chực rơi
2.0,có tháng phải vay bạn k để sống hẹn trả sau khi có lương,có tháng phải vay bạn k để sống hẹn trả sau khi có lương
2.0,căn phòng người ấy từng ở giờ lạnh lẽo,căn phòng người ấy từng ở giờ lạnh_lẽo
2.0,tình nhiều khi không mà có tình nhiều lúc có như o he he,tình nhiều khi không mà có tình nhiều lúc có như o he he
2.0,áp lực học hành khiến tôi muốn biến mất,áp_lực học_hành khiến tôi muốn biến mất
2.0,đêm nào cũng tính toán chi tiêu đến tận khuya,đêm nào cũng tính_toán chi_tiêu đến tận khuya
2.0,xin chia buồn cùng gia đình chị bây giờ ông của em đang bị ốm mà chị ba của em đang đi học xa và chị đã không thể về thăm ông và cả nhà được vì quá bận,xin chia buồn cùng gia_đình chị bây_giờ ông của em đang bị ốm mà chị ba của em đang đi học xa và chị đã không_thể về thăm ông và cả nhà được vì quá bận
2.0,chia buồn cùng gia đình,chia buồn cùng gia_đình
2.0,có những ngày tôi chỉ biết nhìn trần nhà,có những ngày tôi chỉ biết nhìn trần nhà
2.0,mỗi lần nghe lại giọng nói ấy lòng lại quặn thắt,mỗi lần nghe lại giọng nói ấy lòng lại quặn thắt
2.0,chia buồn cùng gia quyến ạ,chia buồn cùng gia_quyến ạ
2.0,trễ tiếng rồi,trễ tiếng rồi
2.0,mệt mỏi,mệt_mỏi
2.0,một tô mì ăn dở dang cũng khiến mình rơi nước mắt vì tủi,một tô mì ăn dở_dang cũng khiến mình rơi nước_mắt vì tủi
2.0,dù nghèo nhưng không đánh mất lòng tự trọng,dù nghèo nhưng không đánh mất_lòng tự_trọng
2.0,cả ngày học hành khiến tôi kiệt quệ,cả ngày học_hành khiến tôi kiệt_quệ
2.0,rất mệt,rất mệt
2.0,bộ binh đang di chuyển gặp đối phương tấn công bằng đạn chùm thì coi như xóa sổ,bộ_binh đang di_chuyển gặp đối_phương tấn_công bằng đạn chùm thì coi như xóa sổ
2.0,gia đình là tất cả,gia_đình là tất_cả
2.0,chưa từng nghĩ sẽ phải sống thiếu người đó,chưa từng nghĩ sẽ phải sống thiếu người đó
2.0,coi trận này mới thấy vừa trách hlv cũng vừa trách các cầu thủ cầm bóng còn hog vững nói chi mà đi wc,coi trận này mới thấy vừa trách_hlv cũng vừa_trách các cầu_thủ cầm bóng còn hog_vững nói chi mà đi wc
2.0,ngày hôm nay quá buồn ngày bể nợ mọi người cười khinh tránh mặt làm sao để trả được nợ đây hỡi trời ơi,ngày hôm_nay quá buồn ngày bể nợ mọi người cười khinh_tránh mặt làm_sao để trả được nợ đây hỡi trời ơi
2.0,chẳng điều gì làm tớ quá buồn cũng chẳng quá vui tớ vẫn luôn cười nhưng khi một mình tớ sẽ tự ôm lấy mình ngồi cuộn tròn,chẳng điều gì làm tớ quá buồn cũng chẳng quá vui_tớ vẫn luôn cười nhưng khi một_mình tớ sẽ tự ôm lấy mình ngồi cuộn tròn
2.0,ước gì mình tàng hình để được ngắm bình minh ngắm mây ngắm biển tận hưởng sự bình yên và tự do mà đó giờ tôi không có,ước gì mình tàng_hình để được ngắm bình_minh ngắm mây ngắm biển tận_hưởng sự bình_yên và tự_do mà đó giờ tôi không có
2.0,lúc xe lăn bánh rời bến quê là lúc nước mắt bắt đầu rơi,lúc xe_lăn bánh rời bến quê là lúc nước_mắt bắt_đầu rơi
2.0,má buồn v má,má buồn v má
2.0,từng nghĩ sẽ bỏ cuộc nhưng chỉ cần nghĩ đến mẹ là lại bước tiếp,từng nghĩ sẽ bỏ_cuộc nhưng chỉ cần nghĩ đến mẹ là lại bước tiếp
2.0,trong mắt người khác là kì thi bình thường còn trong mắt tôi thì như này,trong mắt người khác là kì_thi bình_thường còn trong mắt tôi thì như này
2.0,điểm mà lấy trừ ai mà chơi lại bả,điểm mà lấy trừ ai mà chơi lại bả
2.0,cảm ơn bài viết của chương trình cảm ơn bạn đọc và chia sẻ tôi xin khiêm tốn học hỏi,cảm_ơn bài viết của chương_trình cảm_ơn bạn_đọc và chia_sẻ tôi xin khiêm_tốn học_hỏi
2.0,nó củng ảnh thưởng rất lớn chứ bộ,nó củng_ảnh thưởng rất lớn chứ bộ
2.0,đại học khoa học xã hội và nhân văn chắc lun,đại_học khoa_học_xã_hội và nhân_văn chắc lun
2.0,cái bản vẽ như cô dâu chú rể làm như cây nghe như cái bàn thờ vậy trời,cái bản_vẽ như cô_dâu chú_rể làm như cây nghe như cái bàn_thờ vậy trời
2.0,trương quang ninh cung chat,trương quang_ninh cung chat
2.0,em năm nay tuổi cũng còn là sinh viên nhưng em bị nản và đang có í định muốn buông bỏ đọc từng comment câu chuyện của mọi người em cảm thấy mình kém quá không có í chí vươn lên không dám đối diện với chính bản thân mình nỗi sợ của mình ngày càng em thấy mình chỉ mặc thời gian trôi qua không muốn đến trường loay hoay kiếm việc làm thêm ba mẹ người thân gọi không dám bắt máy em không dám đối diện với gia đình mình ngay lúc này tâm trí em chán nản cứ muốn đi đâu đó thật xa như chạy trốn khỏi sài gòn này nhưng mà định đi thế đến bao giờ không lẽ định chạy trốn cả đời này hay sao quay về nhà thì càng không được ở lại thì không tìm ra đường đi em cảm thấy rối bời trong suy nghĩ của mình cảm ơn mọi người đã đọc nếu hữu duyên mong nhận được những lời chia sẻ thật lòng của mọi người em cảm ơn rất nhiều,em năm nay tuổi cũng còn là sinh_viên nhưng em bị nản và đang có í_định muốn buông bỏ đọc từng comment câu_chuyện của mọi người em cảm_thấy mình kém quá không có í_chí vươn lên không dám đối_diện với chính bản_thân mình nỗi sợ của mình ngày_càng em thấy mình chỉ mặc thời_gian trôi qua không muốn đến trường loay_hoay kiếm việc_làm thêm ba_mẹ người_thân gọi không dám bắt máy em không dám đối_diện với gia_đình mình ngay lúc này tâm_trí em chán_nản cứ muốn đi đâu_đó thật xa như chạy trốn khỏi sài_gòn này nhưng_mà định đi thế đến bao_giờ không lẽ_định chạy trốn cả đời này hay sao quay về nhà thì càng không được ở lại thì không tìm ra đường đi em cảm_thấy rối_bời trong suy_nghĩ của mình cảm_ơn mọi người đã đọc nếu hữu_duyên mong nhận được những lời chia_sẻ thật lòng của mọi người em cảm_ơn rất nhiều
2.0,thò tay mà bứt cọng ngò thương em đứt ruột giả đò ngó lơ,thò tay mà bứt cọng ngò_thương em đứt_ruột giả_đò ngó lơ
2.0,mẹ gọi hỏi có mệt không mà không dám nói thật,mẹ gọi hỏi có mệt không mà không dám nói thật
2.0,mỗi ngày trôi qua chỉ toàn buồn bã,mỗi ngày trôi qua chỉ toàn buồn_bã
2.0,thành phố có siêu thị có rạp chiếu phim nhưng không có bà ngồi chờ trước hiên,thành_phố có siêu_thị có rạp chiếu_phim nhưng không có bà ngồi chờ trước hiên
2.0,có ai biết cái ảnh nữ đeo kính trong video này là ai không nhìn như amber heard ấy,có ai biết cái ảnh nữ đeo kính trong video này là ai không nhìn như amber heard ấy
2.0,mê phim này,mê phim này
2.0,cảm ơn chương trình,cảm_ơn chương_trình
2.0,bà nội của mình cũng vừa mất mình rất hiểu nỗi đau này mặc dù mình mới lớp,bà nội của mình cũng vừa mất mình rất hiểu nỗi đau này mặc_dù mình mới lớp
2.0,tớ nghe podcast này sau năm nó được phát hành tờ vừa nghe vừa khóc khóc không phải vì nó quá hay cũng không phải nó chạm tới trái tim tớ mà chỉ là tớ khóc vì nghe giọng cậu và cách cậu dịu dàng trong podcast này chắc cũng do tớ vừa bị bố mắng vì lí do vô cùng vô lí nữa,tớ nghe podcast này sau năm nó được phát_hành tờ vừa nghe vừa khóc khóc không phải vì nó quá hay cũng không phải nó chạm tới trái_tim tớ mà chỉ là tớ khóc vì nghe giọng cậu và cách cậu dịu_dàng trong podcast này chắc cũng do tớ vừa bị bố_mắng vì lí_do vô_cùng vô_lí nữa
2.0,mỗi sáng thức dậy là một lần tự nhủ phải cố gắng để về quê,mỗi sáng thức dậy là một lần tự_nhủ phải cố_gắng để về quê
2.0,khổ quá chết có mang theo được cái gì gì dù nhỏ đâu mà tham thế để bây giờ ân hận cũng không được nữa rồi,khổ quá chết có mang theo được cái gì gì dù nhỏ đâu mà tham_thế để bây_giờ ân_hận cũng không được nữa rồi
2.0,con tên vy họ tên con là lê thảo vy,con tên vy họ tên con là lê_thảo vy
2.0,những ngày đầu thành phố ăn mì tôm sống với nước lọc rồi tự nhủ phải cố gắng hơn,những ngày đầu thành_phố ăn_mì tôm sống với nước lọc rồi tự_nhủ phải cố_gắng hơn
2.0,có hôm hết sạch tiền chỉ dám ăn bánh mì không rồi đi học,có hôm hết sạch tiền chỉ dám ăn bánh_mì không rồi đi học
2.0,ngày nhận lương cũng là ngày thấy mình kiệt sức,ngày nhận lương cũng là ngày thấy mình kiệt_sức
2.0,mình mất bà ở quê nhớ bà quá,mình mất bà ở quê nhớ bà quá
2.0,thấy tội mà thôi cũng kệ,thấy tội mà thôi cũng kệ
2.0,cung nho co phước nghiem may moi co tien de sinh sống mong may hay noi su that dung de mang hoa vào than,cung_nho co_phước nghiem may_moi co_tien de sinh_sống mong_may hay noi_su that_dung de mang hoa vào than
